n	otype	in.subphrase	in.phrase_atom	in.phrase	in.clause_atom	in.clause	in.sentence_atom	in.sentence	in.half_verse	in.verse	in.chapter	in.book	distributional_parent	functional_parent	mother	book	chapter	code	det	dist	dist_unit	domain	freq_lex	freq_occ	function	g_cons	g_cons_utf8	g_lex	g_lex_utf8	g_nme	g_nme_utf8	g_pfm	g_pfm_utf8	g_prs	g_prs_utf8	g_uvf	g_uvf_utf8	g_vbe	g_vbe_utf8	g_vbs	g_vbs_utf8	g_word	g_word_utf8	gloss	gn	instruction	is_root	kind	kq_hybrid	kq_hybrid_utf8	label	language	languageISO	lex	lex0	lex_utf8	lexeme_count	ls	mother_object_type	nametype	nme	nu	number	pargr	pdp	pfm	phono	phono_trailer	prs	prs_gn	prs_nu	prs_ps	ps	qere	qere_trailer	qere_trailer_utf8	qere_utf8	rank_lex	rank_occ	rela	root	sp	st	suffix_gender	suffix_number	suffix_person	tab	trailer	trailer_utf8	txt	typ	uvf	vbe	vbs	verse	voc_lex	voc_lex_utf8	vs	vt
11247	word		911624	658107	517898	429685	1237645	1173907	607524	1414952	426647	426585	911624	658107									2010	102		>TN	אתן	T.;N	תֵּן			!>E!	אֶ					[				>ET.;73N	אֶתֵּ֖ן	give	unknown							Hebrew	hbo	NTN[	NTN	נתן		none			absent	sg	11247		verb	>	ʔettˌēn	 	absent	unknown	unknown	unknown	p1					27	416			verb	NA	unknown	unknown	unknown		 	 			absent		absent		NTN	נתן	qal	impf
658108	phrase		911625		517898	429685	1237645	1173907	607524	1414952	426647	426585		429685					det		clause_atoms				Objc																																						3																	NA											PP								
911625	phrase_atom			658108	517898	429685	1237645	1173907	607524	1414952	426647	426585	517898	658108					det		clause_atoms																																										6877																	NA											PP								
11248	word		911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585	911625	658108									10989	9743		>T	את	>ET	אֶת													>ET	אֶת	<object marker>	NA							Hebrew	hbo	>T	>T	את		none			n/a	NA	11248		prep	n/a	ʔeṯ-		absent	unknown	unknown	unknown	NA					4	4			prep	NA	unknown	unknown	unknown		&	־			absent	n/a	n/a		>;T	אֵת	NA	NA
1303618	subphrase		911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585																																															NA																					NA																			
11249	word	1303618	911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585	911625	658108									30386	24664		H	ה	H@-	הָ													H@-	הָ	the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11249		art	n/a	hā		n/a	NA	NA	NA	NA					1	1			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
11250	word	1303618	911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585	911625	658108									2504	2157		>RY	ארץ	>@REY	אָרֶץ	/	֜											>@74REY	אָ֣רֶץ	earth	unknown							Hebrew	hbo	>RY/	>RY	ארץ		none				sg	11250		subs	n/a	ʔˈāreṣ	 	absent	unknown	unknown	unknown	NA					22	19			subs	a	unknown	unknown	unknown		 	 			absent	n/a	n/a		>EREY	אֶרֶץ	NA	NA
1303619	subphrase		911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585			1303618					-2																																							subphrase																					dem																			
11251	word	1303619	911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585	911625	658108									30386	24664		H	ה	HA-	הַ													HA-	הַ	the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11251		art	n/a	ha		n/a	NA	NA	NA	NA					1	1			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
11252	word	1303619	911625	658108	517898	429685	1237645	1173907	607524	1414952	426647	426585	911625	658108									604	603		Z>T	זאת	Z.O>T	זֹּאת													Z.O92>T	זֹּ֑את	this	f							Hebrew	hbo	Z>T	Z>T	זאת		none			n/a	sg	11252		prde	n/a	zzˈōṯ	 	n/a	NA	NA	NA	NA					81	59			prde	NA	NA	NA	NA		 	 			absent	n/a	n/a		ZO>T	זֹאת	NA	NA
607525	half_verse									1414952	426647	426585																																							B																																																
1237646	sentence_atom				517899	429686		1173906	607525	1414952	426647	426585		1173906																																																	1630																																				
429686	clause				517899		1237646	1173906	607525	1414952	426647	426585		1173906	429680					-6	clause_atoms	Q																										VC											clause				6																	Resu										?NQ	XYqt								
517899	clause_atom					429686	1237646	1173906	607525	1414952	426647	426585	1237646	429686	517893			110		-6																										..	FALSE																2226	1.4.1																							5				XYqt								
658109	phrase		911626		517899	429686	1237646	1173906	607525	1414952	426647	426585		429686					det		clause_atoms				Subj																																						1																	NA											PPrP								
911626	phrase_atom			658109	517899	429686	1237646	1173906	607525	1414952	426647	426585	517899	658109					det		clause_atoms																																										6878																	NA											PPrP								
11253	word		911626	658109	517899	429686	1237646	1173906	607525	1414952	426647	426585	911626	658109									1394	1586		HW>	הוא	HW.>	הוּא													H81W.>	ה֗וּא	he	m							Hebrew	hbo	HW>	HW>	הוא		none		ppde	n/a	sg	11253		prps	n/a	hˈû	 	n/a	NA	NA	NA	p3					32	25			prps	NA	NA	NA	NA		 	 			absent	n/a	n/a		HW.>	הוּא	NA	NA
658110	phrase		911627		517899	429686	1237646	1173906	607525	1414952	426647	426585		429686					NA		clause_atoms				Pred																																						2																	NA											VP								
911627	phrase_atom			658110	517899	429686	1237646	1173906	607525	1414952	426647	426585	517899	658110					NA		clause_atoms																																										6879																	NA											VP								
11254	word		911627	658110	517899	429686	1237646	1173906	607525	1414952	426647	426585	911627	658110									847	243		JCLX	ישׁלח	C:LAX	שְׁלַח			!JI!	יִ					[				JIC:LA70X	יִשְׁלַ֤ח	send	m							Hebrew	hbo	CLX[	CLX	שׁלח		none			absent	sg	11254		verb	J	yišlˈaḥ	 	absent	unknown	unknown	unknown	p3					56	178			verb	NA	unknown	unknown	unknown		 	 			absent		absent		CLX	שׁלח	qal	impf
658111	phrase		911628		517899	429686	1237646	1173906	607525	1414952	426647	426585		429686					det		clause_atoms				Objc																																						3																	NA											NP								
911628	phrase_atom			658111	517899	429686	1237646	1173906	607525	1414952	426647	426585	517899	658111					det		clause_atoms																																										6880																	NA											NP								
11255	word		911628	658111	517899	429686	1237646	1173906	607525	1414952	426647	426585	911628	658111									213	2		ML>KW	מלאכו	MAL:>@K	מַלְאָך	/	֜			#NAME?	ֹו							MAL:>@KOW03	מַלְאָכֹו֙	messenger	m							Hebrew	hbo	ML>K/	ML>K	מלאך		none				sg	11255		subs	n/a	malʔāḵˌô	 	W	m	sg	p3	NA					229	9178			subs	a	m	sg	p3		 	 			absent	n/a	n/a		MAL:>@K:	מַלְאָךְ	NA	NA
658112	phrase		911629		517899	429686	1237646	1173906	607525	1414952	426647	426585		429686					det		clause_atoms				Cmpl																																						4																	NA											PP								
911629	phrase_atom			658112	517899	429686	1237646	1173906	607525	1414952	426647	426585	517899	658112					det		clause_atoms																																										6881																	NA											PP								
11256	word		911629	658112	517899	429686	1237646	1173906	607525	1414952	426647	426585	911629	658112									20069	15641		L	ל	L:-	לְ													L:-	לְ	to	NA							Hebrew	hbo	L	L	ל		none			n/a	NA	11256		prep	n/a	lᵊ		absent	unknown	unknown	unknown	NA					2	2			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		L:	לְ	NA	NA
11257	word		911629	658112	517899	429686	1237646	1173906	607525	1414952	426647	426585	911629	658112									2127	225		PNJK	פניך	P@N	פָן	/EJ	ֶ֜י			+K@	כָ							P@NE80JK@	פָנֶ֔יךָ	face	m							Hebrew	hbo	PNH/	PNH	פנה		none			J	pl	11257		subs	n/a	fānˈeʸḵā	 	K	m	sg	p2	NA					25	191			subs	a	m	sg	p2		 	 			absent	n/a	n/a		P.@NEH	פָּנֶה	NA	NA
1173908	sentence				517900	429687	1237647		607525	1414952	426647	426585																																																			16																																				
1237647	sentence_atom				517900	429687		1173908	607525	1414952	426647	426585		1173908																																																	1631																																				
429687	clause				517900		1237647	1173908	607525	1414952	426647	426585		1173908							clause_atoms	Q																										VC											clause				1																	NA										?NQ	WQt0								
517900	clause_atom					429687	1237647	1173908	607525	1414952	426647	426585	1237647	429687	517899			421		-1																										..	FALSE																2227	1.4.1																							7				WQt0								
658113	phrase		911630		517900	429687	1237647	1173908	607525	1414952	426647	426585		429687					NA		clause_atoms				Conj																																						1																	NA											CP								
911630	phrase_atom			658113	517900	429687	1237647	1173908	607525	1414952	426647	426585	517900	658113					NA		clause_atoms																																										6882																	NA											CP								
11258	word		911630	658113	517900	429687	1237647	1173908	607525	1414952	426647	426585	911630	658113									50272	50238		W	ו	W:-	וְ													W:-	וְ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11258		conj	n/a	wᵊ		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658114	phrase		911631		517900	429687	1237647	1173908	607525	1414952	426647	426585		429687					NA		clause_atoms				Pred																																						2																	NA											VP								
911631	phrase_atom			658114	517900	429687	1237647	1173908	607525	1414952	426647	426585	517900	658114					NA		clause_atoms																																										6883																	NA											VP								
11259	word		911631	658114	517900	429687	1237647	1173908	607525	1414952	426647	426585	911631	658114									965	47		LQXT	לקחת	L@QAX:	לָקַחְ									[T.@	תָּ			L@QAX:T.@71	לָקַחְתָּ֥	take	m							Hebrew	hbo	LQX[	LQX	לקח		none			absent	sg	11259		verb	absent	lāqaḥtˌā	 	absent	unknown	unknown	unknown	p2					48	838			verb	NA	unknown	unknown	unknown		 	 			absent	T	absent		LQX	לקח	qal	perf
658115	phrase		911632		517900	429687	1237647	1173908	607525	1414952	426647	426585		429687					und		clause_atoms				Objc																																						3																	NA											NP								
911632	phrase_atom			658115	517900	429687	1237647	1173908	607525	1414952	426647	426585	517900	658115					und		clause_atoms																																										6884																	NA											NP								
11260	word		911632	658115	517900	429687	1237647	1173908	607525	1414952	426647	426585	911632	658115									781	391		>CH	אשׁה	>IC.	אִשּׁ	/@H	ָ֜ה											>IC.@91H	אִשָּׁ֛ה	woman	f							Hebrew	hbo	>CH/	>CH	אשׁה		nmdi			H	sg	11260		subs	n/a	ʔiššˈā	 	absent	unknown	unknown	unknown	NA					63	87			subs	a	unknown	unknown	unknown		 	 			absent	n/a	n/a		>IC.@H	אִשָּׁה	NA	NA
658116	phrase		911633		517900	429687	1237647	1173908	607525	1414952	426647	426585		429687					det		clause_atoms				Cmpl																																						4																	NA											PP								
911633	phrase_atom			658116	517900	429687	1237647	1173908	607525	1414952	426647	426585	517900	658116					det		clause_atoms																																										6885																	NA											PP								
11261	word		911633	658116	517900	429687	1237647	1173908	607525	1414952	426647	426585	911633	658116									20069	15641		L	ל	LI-	לִ													LI-	לִ	to	NA							Hebrew	hbo	L	L	ל		none			n/a	NA	11261		prep	n/a	li		absent	unknown	unknown	unknown	NA					2	2			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		L:	לְ	NA	NA
11262	word		911633	658116	517900	429687	1237647	1173908	607525	1414952	426647	426585	911633	658116									4937	2271		BNJ	בני	B:N	בְן	/	֜			#NAME?	ִי							B:NI73J	בְנִ֖י	son	m							Hebrew	hbo	BN/	BN	בן		none				sg	11262		subs	n/a	vᵊnˌî	 	J	unknown	sg	p1	NA					13	17			subs	a	unknown	sg	p1		 	 			absent	n/a	n/a		B.;N	בֵּן	NA	NA
658117	phrase		911634		517900	429687	1237647	1173908	607525	1414952	426647	426585		429687					NA		clause_atoms				Cmpl																																						5																	NA											PP								
911634	phrase_atom			658117	517900	429687	1237647	1173908	607525	1414952	426647	426585	517900	658117					NA		clause_atoms																																										6886																	NA											PP								
11263	word		911634	658117	517900	429687	1237647	1173908	607525	1414952	426647	426585	911634	658117									7562	6236		M	מ	MI-	מִ													MI-	מִ	from	NA							Hebrew	hbo	MN	MN	מן		none			n/a	NA	11263		prep	n/a	mi		absent	unknown	unknown	unknown	NA					5	7			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		MIN	מִן	NA	NA
11264	word		911634	658117	517900	429687	1237647	1173908	607525	1414952	426647	426585	911634	658117									834	1062		CM	שׁם	C.@M	שָּׁם													C.@75M	שָּֽׁם	there	NA							Hebrew	hbo	CM	CM	שׁם		none			n/a	NA	11264		advb	n/a	ššˈām	 . 	n/a	NA	NA	NA	NA					58	34			advb	NA	NA	NA	NA		0	׃ 			absent	n/a	n/a		C@M	שָׁם	NA	NA
1414953	verse										426647	426585				Genesis	24																																		" GEN 24,08"																																												8				
607526	half_verse									1414953	426647	426585																																							A																																																
1173909	sentence						1237648		607526	1414953	426647	426585																																																			17																																				
1237648	sentence_atom							1173909	607526	1414953	426647	426585		1173909																																																	1632																																				
429688	clause				517901		1237648	1173909	607526	1414953	426647	426585		1173909							clause_atoms	Q																										VC											clause				1																	NA										?NQ	WxYX								
517901	clause_atom					429688	1237648	1173909	607526	1414953	426647	426585	1237648	429688	517899			611		-2																										..	FALSE																2228	1.4.1																							6				WxYX								
658118	phrase		911635		517901	429688	1237648	1173909	607526	1414953	426647	426585		429688					NA		clause_atoms				Conj																																						1																	NA											CP								
911635	phrase_atom			658118	517901	429688	1237648	1173909	607526	1414953	426647	426585	517901	658118					NA		clause_atoms																																										6887																	NA											CP								
11265	word		911635	658118	517901	429688	1237648	1173909	607526	1414953	426647	426585	911635	658118									50272	50238		W	ו	W:-	וְ													W:-	וְ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11265		conj	n/a	wᵊ		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658119	phrase		911636		517901	429688	1237648	1173909	607526	1414953	426647	426585		429688					NA		clause_atoms				Conj																																						2																	NA											CP								
911636	phrase_atom			658119	517901	429688	1237648	1173909	607526	1414953	426647	426585	517901	658119					NA		clause_atoms																																										6888																	NA											CP								
11266	word		911636	658119	517901	429688	1237648	1173909	607526	1414953	426647	426585	911636	658119									1068	1099		>M	אם	>IM	אִם													>IM	אִם	if	NA							Hebrew	hbo	>M	>M	אם		none			n/a	NA	11266		conj	n/a	ʔim-		n/a	NA	NA	NA	NA					42	33			conj	NA	NA	NA	NA		&	־			absent	n/a	n/a		>IM	אִם	NA	NA
658120	phrase		911637		517901	429688	1237648	1173909	607526	1414953	426647	426585		429688					NA		clause_atoms				Nega																																						3																	NA											NegP								
911637	phrase_atom			658120	517901	429688	1237648	1173909	607526	1414953	426647	426585	517901	658120					NA		clause_atoms																																										6889																	NA											NegP								
11267	word		911637	658120	517901	429688	1237648	1173909	607526	1414953	426647	426585	911637	658120									5167	4996		L>	לא	LO>	לֹא													LO63>	לֹ֨א	not	NA							Hebrew	hbo	L>	L>	לא		none			n/a	NA	11267		nega	n/a	lˌō	 	n/a	NA	NA	NA	NA					12	10			nega	NA	NA	NA	NA		 	 			absent	n/a	n/a		LO>	לֹא	NA	NA
658121	phrase		911638		517901	429688	1237648	1173909	607526	1414953	426647	426585		429688					NA		clause_atoms				Pred																																						4																	NA											VP								
911638	phrase_atom			658121	517901	429688	1237648	1173909	607526	1414953	426647	426585	517901	658121					NA		clause_atoms																																										6890																	NA											VP								
11268	word		911638	658121	517901	429688	1237648	1173909	607526	1414953	426647	426585	911638	658121									54	5		T>BH	תאבה	>BEH	אבֶה			!TO!	תֹ					[				TO>BE70H	תֹאבֶ֤ה	want	f							Hebrew	hbo	>BH[	>BH	אבה		none			absent	sg	11268		verb	T=	ṯōvˈeh	 	absent	unknown	unknown	unknown	p3					674	5226			verb	NA	unknown	unknown	unknown		 	 			absent		absent		>BH	אבה	qal	impf
658122	phrase		911639		517901	429688	1237648	1173909	607526	1414953	426647	426585		429688					det		clause_atoms				Subj																																						5																	NA											NP								
911639	phrase_atom			658122	517901	429688	1237648	1173909	607526	1414953	426647	426585	517901	658122					det		clause_atoms																																										6891																	NA											NP								
11269	word		911639	658122	517901	429688	1237648	1173909	607526	1414953	426647	426585	911639	658122									30386	24664		H	ה	H@-	הָ													H@45-	הָֽ	the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11269		art	n/a	hˈā		n/a	NA	NA	NA	NA					1	1			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
11270	word		911639	658122	517901	429688	1237648	1173909	607526	1414953	426647	426585	911639	658122									781	391		>CH	אשׁה	>IC.	אִשּׁ	/@H	ָ֜ה											>IC.@H03	אִשָּׁה֙	woman	f							Hebrew	hbo	>CH/	>CH	אשׁה		nmdi			H	sg	11270		subs	n/a	ʔiššˌā	 	absent	unknown	unknown	unknown	NA					63	87			subs	a	unknown	unknown	unknown		 	 			absent	n/a	n/a		>IC.@H	אִשָּׁה	NA	NA
429689	clause				517902		1237648	1173909	607526	1414953	426647	426585		1173909	429688					-1	clause_atoms	Q																										VC											clause				2																	Adju										?NQ	InfC								
517902	clause_atom					429689	1237648	1173909	607526	1414953	426647	426585	1237648	429689	517901			64		-1																										..	FALSE																2229	1.4.1																							8				InfC								
658123	phrase		911640		517902	429689	1237648	1173909	607526	1414953	426647	426585		429689					NA		clause_atoms				Pred																																						1																	NA											VP								
911640	phrase_atom			658123	517902	429689	1237648	1173909	607526	1414953	426647	426585	517902	658123					NA		clause_atoms																																										6892																	NA											VP								
11271	word		911640	658123	517902	429689	1237648	1173909	607526	1414953	426647	426585	911640	658123									20069	15641		L	ל	L@-	לָ													L@-	לָ	to	NA							Hebrew	hbo	L	L	ל		none			n/a	NA	11271		prep	n/a	lā		absent	unknown	unknown	unknown	NA					2	2			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		L:	לְ	NA	NA
11272	word		911640	658123	517902	429689	1237648	1173909	607526	1414953	426647	426585	911640	658123									1547	102		LKT	לכת	LEK	לֶך	/ET	ֶ֜ת	!!						[				LE74KET	לֶ֣כֶת	walk	unknown							Hebrew	hbo	HLK[	HLK	הלך		none			T	unknown	11272		verb		lˈeḵeṯ	 	absent	unknown	unknown	unknown	unknown					30	416			verb	a	unknown	unknown	unknown		 	 			absent		absent		HLK	הלך	qal	infc
658124	phrase		911641		517902	429689	1237648	1173909	607526	1414953	426647	426585		429689					det		clause_atoms				Cmpl																																						2																	NA											PP								
911641	phrase_atom			658124	517902	429689	1237648	1173909	607526	1414953	426647	426585	517902	658124					det		clause_atoms																																										6893																	NA											PP								
11273	word		911641	658124	517902	429689	1237648	1173909	607526	1414953	426647	426585	911641	658124									715	39		>XRJK	אחריך	>AX:AR	אַחֲר	/EJ	ֶ֜י			+K@	כָ							>AX:ARE80JK@	אַחֲרֶ֔יךָ	after	m							Hebrew	hbo	>XR/	>XR	אחר		ppre			J	pl	11273		prep	n/a	ʔaḥᵃrˈeʸḵā	 	K	m	sg	p2	NA					74	1005			subs	a	m	sg	p2		 	 			absent	n/a	n/a		>AXAR	אַחַר	NA	NA
1173910	sentence				517903	429690	1237649		607526	1414953	426647	426585																																																			18																																				
1237649	sentence_atom				517903	429690		1173910	607526	1414953	426647	426585		1173910																																																	1633																																				
429690	clause				517903		1237649	1173910	607526	1414953	426647	426585		1173910							clause_atoms	Q																										VC											clause				1																	NA										?NQ	WQt0								
517903	clause_atom					429690	1237649	1173910	607526	1414953	426647	426585	1237649	429690	517901			421		-2																										..	FALSE																2230	1.4.1																							7				WQt0								
658125	phrase		911642		517903	429690	1237649	1173910	607526	1414953	426647	426585		429690					NA		clause_atoms				Conj																																						1																	NA											CP								
911642	phrase_atom			658125	517903	429690	1237649	1173910	607526	1414953	426647	426585	517903	658125					NA		clause_atoms																																										6894																	NA											CP								
11274	word		911642	658125	517903	429690	1237649	1173910	607526	1414953	426647	426585	911642	658125									50272	50238		W	ו	W:-	וְ													W:-	וְ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11274		conj	n/a	wᵊ		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
1438578	lex																						44																					be clean								Hebrew		NQH[																								806				verb														NQH	נקה		
658126	phrase		911643		517903	429690	1237649	1173910	607526	1414953	426647	426585		429690					NA		clause_atoms				Pred																																						2																	NA											VP								
911643	phrase_atom			658126	517903	429690	1237649	1173910	607526	1414953	426647	426585	517903	658126					NA		clause_atoms																																										6895																	NA											VP								
11275	word		911643	658126	517903	429690	1237649	1173910	607526	1414953	426647	426585	911643	658126									44	1		NQJT	נקית	Q.IJ	קִּי									[T@	תָ	]NI]	נִ	NIQ.I85JT@	נִקִּ֕יתָ	be clean	m							Hebrew	hbo	NQH[	NQH	נקה		none			absent	sg	11275		verb	absent	niqqˈîṯā	 	absent	unknown	unknown	unknown	p2					806	12851			verb	NA	unknown	unknown	unknown		 	 			absent	T	N		NQH	נקה	nif	perf
658127	phrase		911644		517903	429690	1237649	1173910	607526	1414953	426647	426585		429690					det		clause_atoms				Cmpl																																						3																	NA											PP								
911644	phrase_atom			658127	517903	429690	1237649	1173910	607526	1414953	426647	426585	517903	658127					det		clause_atoms																																										6896																	NA											PP								
11276	word		911644	658127	517903	429690	1237649	1173910	607526	1414953	426647	426585	911644	658127									7562	6236		M	מ	MI-	מִ													MI-	מִ	from	NA							Hebrew	hbo	MN	MN	מן		none			n/a	NA	11276		prep	n/a	mi		absent	unknown	unknown	unknown	NA					5	7			prep	NA	unknown	unknown	unknown						absent	n/a	n/a		MIN	מִן	NA	NA
1438579	lex																						29																					oath								Hebrew		CBW<H/																								1134				subs														C:BW.<@H	שְׁבוּעָה		
1303620	subphrase		911644	658127	517903	429690	1237649	1173910	607526	1414953	426647	426585																																															NA																					NA																			
11277	word	1303620	911644	658127	517903	429690	1237649	1173910	607526	1414953	426647	426585	911644	658127									29	1		CB<TJ	שׁבעתי	C.:BU<	שְּׁבֻע	/@T	ָ֜ת			#NAME?	ִי							C.:BU<@TI73J	שְּׁבֻעָתִ֖י	oath	f							Hebrew	hbo	CBW<H/	CBW<H	שׁבועה		none			T	sg	11277		subs	n/a	ššᵊvuʕāṯˌî	 	J	unknown	sg	p1	NA					1134	12851			subs	a	unknown	sg	p1		 	 			absent	n/a	n/a		C:BW.<@H	שְׁבוּעָה	NA	NA
1303621	subphrase		911644	658127	517903	429690	1237649	1173910	607526	1414953	426647	426585			1303620					-1																																							subphrase																					dem																			
11278	word	1303621	911644	658127	517903	429690	1237649	1173910	607526	1414953	426647	426585	911644	658127									604	603		Z>T	זאת	ZO>T	זֹאת													ZO92>T	זֹ֑את	this	f							Hebrew	hbo	Z>T	Z>T	זאת		none			n/a	sg	11278		prde	n/a	zˈōṯ	 	n/a	NA	NA	NA	NA					81	59			prde	NA	NA	NA	NA		 	 			absent	n/a	n/a		ZO>T	זֹאת	NA	NA
607527	half_verse				517904	429691	1237650	1173911		1414953	426647	426585																																							B																																																
1173911	sentence				517904	429691	1237650		607527	1414953	426647	426585																																																			19																																				
1237650	sentence_atom				517904	429691		1173911	607527	1414953	426647	426585		1173911																																																	1634																																				
429691	clause				517904		1237650	1173911	607527	1414953	426647	426585		1173911							clause_atoms	Q																										VC											clause				1																	NA										?NQ	xYq0								
517904	clause_atom					429691	1237650	1173911	607527	1414953	426647	426585	1237650	429691	517891			113		-13																										..	FALSE																2231	1.4.1																							3				xYq0								
658128	phrase		911645		517904	429691	1237650	1173911	607527	1414953	426647	426585		429691					det		clause_atoms				Objc																																						1																	NA											PP								
911645	phrase_atom			658128	517904	429691	1237650	1173911	607527	1414953	426647	426585	517904	658128					det		clause_atoms																																										6897																	NA											PP								
1303622	subphrase		911645	658128	517904	429691	1237650	1173911	607527	1414953	426647	426585			1303623					2																																							subphrase																					mod																			
11279	word	1303622	911645	658128	517904	429691	1237650	1173911	607527	1414953	426647	426585	911645	658128									109	114		RQ	רק	RAQ	רַק													RA74Q	רַ֣ק	only	NA							Hebrew	hbo	RQ	RQ	רק		focp			n/a	NA	11279		advb	n/a	rˈaq	 	n/a	NA	NA	NA	NA					396	371			advb	NA	NA	NA	NA		 	 			absent	n/a	n/a		RAQ	רַק	NA	NA
1303623	subphrase		911645	658128	517904	429691	1237650	1173911	607527	1414953	426647	426585																																															NA																					NA																			
11280	word	1303623	911645	658128	517904	429691	1237650	1173911	607527	1414953	426647	426585	911645	658128									10989	9743		>T	את	>ET	אֶת													>ET	אֶת	<object marker>	NA							Hebrew	hbo	>T	>T	את		none			n/a	NA	11280		prep	n/a	ʔeṯ-		absent	unknown	unknown	unknown	NA					4	4			prep	NA	unknown	unknown	unknown		&	־			absent	n/a	n/a		>;T	אֵת	NA	NA
11281	word	1303623	911645	658128	517904	429691	1237650	1173911	607527	1414953	426647	426585	911645	658128									4937	2271		BNJ	בני	B.:N	בְּן	/	֜			#NAME?	ִי							B.:NI80J	בְּנִ֔י	son	m							Hebrew	hbo	BN/	BN	בן		none				sg	11281		subs	n/a	bᵊnˈî	 	J	unknown	sg	p1	NA					13	17			subs	a	unknown	sg	p1		 	 			absent	n/a	n/a		B.;N	בֵּן	NA	NA
658129	phrase		911646		517904	429691	1237650	1173911	607527	1414953	426647	426585		429691					NA		clause_atoms				Nega																																						2																	NA											NegP								
911646	phrase_atom			658129	517904	429691	1237650	1173911	607527	1414953	426647	426585	517904	658129					NA		clause_atoms																																										6898																	NA											NegP								
11282	word		911646	658129	517904	429691	1237650	1173911	607527	1414953	426647	426585	911646	658129									5167	4996		L>	לא	LO>	לֹא													LO71>	לֹ֥א	not	NA							Hebrew	hbo	L>	L>	לא		none			n/a	NA	11282		nega	n/a	lˌō	 	n/a	NA	NA	NA	NA					12	10			nega	NA	NA	NA	NA		 	 			absent	n/a	n/a		LO>	לֹא	NA	NA
658130	phrase		911647		517904	429691	1237650	1173911	607527	1414953	426647	426585		429691					NA		clause_atoms				Pred																																						3																	NA											VP								
911647	phrase_atom			658130	517904	429691	1237650	1173911	607527	1414953	426647	426585	517904	658130					NA		clause_atoms																																										6899																	NA											VP								
11283	word		911647	658130	517904	429691	1237650	1173911	607527	1414953	426647	426585	911647	658130									1038	57		TCB	תשׁב	C;B	שֵׁב			!T@!	תָ					[		]]		T@C;73B	תָשֵׁ֖ב	return	m							Hebrew	hbo	CWB[	CWB	שׁוב		none			absent	sg	11283		verb	T	ṯāšˌēv	 	absent	unknown	unknown	unknown	p2					46	697			verb	NA	unknown	unknown	unknown		 	 			absent		H		CWB	שׁוב	hif	impf
658131	phrase		911648		517904	429691	1237650	1173911	607527	1414953	426647	426585		429691					NA		clause_atoms				Cmpl																																						4																	NA											AdvP								
911648	phrase_atom			658131	517904	429691	1237650	1173911	607527	1414953	426647	426585	517904	658131					NA		clause_atoms																																										6900																	NA											AdvP								
11284	word		911648	658131	517904	429691	1237650	1173911	607527	1414953	426647	426585	911648	658131									834	212		CMH	שׁמה	C@M.	שָׁםּ							~@H	ָה					C@75M.@H	שָֽׁמָּה	there	NA							Hebrew	hbo	CM	CM	שׁם		none			n/a	NA	11284		advb	n/a	šˈāmmā	 . 	n/a	NA	NA	NA	NA					58	199			advb	NA	NA	NA	NA		0	׃ 			H	n/a	n/a		C@M	שָׁם	NA	NA
1414954	verse										426647	426585				Genesis	24																																		" GEN 24,09"																																												9				
607528	half_verse				517905	429692	1237651	1173912		1414954	426647	426585																																							A																																																
1173912	sentence				517905	429692	1237651		607528	1414954	426647	426585																																																			20																																				
1237651	sentence_atom				517905	429692		1173912	607528	1414954	426647	426585		1173912																																																	1635																																				
429692	clause				517905		1237651	1173912	607528	1414954	426647	426585		1173912							clause_atoms	N																										VC											clause				1																	NA										?N	WayX								
517905	clause_atom					429692	1237651	1173912	607528	1414954	426647	426585	1237651	429692	517890			200		-15																										.#	FALSE																2232	1.5																							1				WayX								
658132	phrase		911649		517905	429692	1237651	1173912	607528	1414954	426647	426585		429692					NA		clause_atoms				Conj																																						1																	NA											CP								
911649	phrase_atom			658132	517905	429692	1237651	1173912	607528	1414954	426647	426585	517905	658132					NA		clause_atoms																																										6901																	NA											CP								
