n	otype	in.subphrase	in.phrase_atom	in.phrase	in.clause_atom	in.clause	in.sentence_atom	in.sentence	in.half_verse	in.verse	in.chapter	in.book	distributional_parent	functional_parent	mother	book	chapter	code	det	dist	dist_unit	domain	freq_lex	freq_occ	function	g_cons	g_cons_utf8	g_lex	g_lex_utf8	g_nme	g_nme_utf8	g_pfm	g_pfm_utf8	g_prs	g_prs_utf8	g_uvf	g_uvf_utf8	g_vbe	g_vbe_utf8	g_vbs	g_vbs_utf8	g_word	g_word_utf8	gloss	gn	instruction	is_root	kind	kq_hybrid	kq_hybrid_utf8	label	language	languageISO	lex	lex0	lex_utf8	lexeme_count	ls	mother_object_type	nametype	nme	nu	number	pargr	pdp	pfm	phono	phono_trailer	prs	prs_gn	prs_nu	prs_ps	ps	qere	qere_trailer	qere_trailer_utf8	qere_utf8	rank_lex	rank_occ	rela	root	sp	st	suffix_gender	suffix_number	suffix_person	tab	trailer	trailer_utf8	txt	typ	uvf	vbe	vbs	verse	voc_lex	voc_lex_utf8	vs	vt
11285	word		911649	658132	517905	429692	1237651	1173912	607528	1414954	426647	426585	911649	658132									50272	50238		W	ו	WA-	וַ													WA-	וַ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11285		conj	n/a	wa		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658133	phrase		911650		517905	429692	1237651	1173912	607528	1414954	426647	426585		429692					NA		clause_atoms				Pred																																						2																	NA											VP								
911650	phrase_atom			658133	517905	429692	1237651	1173912	607528	1414954	426647	426585	517905	658133					NA		clause_atoms																																										6902																	NA											VP								
11286	word		911650	658133	517905	429692	1237651	1173912	607528	1414954	426647	426585	911650	658133									583	96		JFM	ישׂם	FEM	שֶׂם			!J.@!	יָּ					[				J.@70FEM	יָּ֤שֶׂם	put	m							Hebrew	hbo	FJM[	FJM	שׂים		none			absent	sg	11286		verb	J	yyˈāśem	 	absent	unknown	unknown	unknown	p3					86	439			verb	NA	unknown	unknown	unknown		 	 			absent		absent		FJM	שׂים	qal	wayq
658134	phrase		911651		517905	429692	1237651	1173912	607528	1414954	426647	426585		429692					det		clause_atoms				Subj																																						3																	NA											NP								
911651	phrase_atom			658134	517905	429692	1237651	1173912	607528	1414954	426647	426585	517905	658134					det		clause_atoms																																										6903																	NA											NP								
11287	word		911651	658134	517905	429692	1237651	1173912	607528	1414954	426647	426585	911651	658134									30386	24664		H	ה	H@-	הָ													H@-	הָ	the	NA							Hebrew	hbo	H	H	ה		none			n/a	NA	11287		art	n/a	hā		n/a	NA	NA	NA	NA					1	1			art	NA	NA	NA	NA						absent	n/a	n/a		HA	הַ	NA	NA
11288	word		911651	658134	517905	429692	1237651	1173912	607528	1414954	426647	426585	911651	658134									800	161		<BD	עבד	<EBED	עֶבֶד	/	֜											<E33BED03	עֶ֨בֶד֙	servant	m							Hebrew	hbo	<BD/	<BD	עבד		none				sg	11288		subs	n/a	ʕˈeveḏ	 	absent	unknown	unknown	unknown	NA					61	274			subs	a	unknown	unknown	unknown		 	 			absent	n/a	n/a		<EBED	עֶבֶד	NA	NA
658135	phrase		911652		517905	429692	1237651	1173912	607528	1414954	426647	426585		429692					det		clause_atoms				Objc																																						4																	NA											PP								
911652	phrase_atom			658135	517905	429692	1237651	1173912	607528	1414954	426647	426585	517905	658135					det		clause_atoms																																										6904																	NA											PP								
11289	word		911652	658135	517905	429692	1237651	1173912	607528	1414954	426647	426585	911652	658135									10989	9743		>T	את	>ET	אֶת													>ET	אֶת	<object marker>	NA							Hebrew	hbo	>T	>T	את		none			n/a	NA	11289		prep	n/a	ʔeṯ-		absent	unknown	unknown	unknown	NA					4	4			prep	NA	unknown	unknown	unknown		&	־			absent	n/a	n/a		>;T	אֵת	NA	NA
11290	word		911652	658135	517905	429692	1237651	1173912	607528	1414954	426647	426585	911652	658135									1618	283		JDW	ידו	J@D	יָד	/	֜			#NAME?	ֹו							J@DO80W	יָדֹ֔ו	hand	unknown							Hebrew	hbo	JD/	JD	יד		none				sg	11290		subs	n/a	yāḏˈô	 	W	m	sg	p3	NA					29	142			subs	a	m	sg	p3		 	 			absent	n/a	n/a		J@D	יָד	NA	NA
658136	phrase				517905	429692	1237651	1173912	607528	1414954	426647	426585		429692					det		clause_atoms				Cmpl																																						5																	NA											PP								
911653	phrase_atom			658136	517905	429692	1237651	1173912	607528	1414954	426647	426585	517905	658136					det		clause_atoms																																										6905																	NA											PP								
11291	word		911653	658136	517905	429692	1237651	1173912	607528	1414954	426647	426585	911653	658136									505	363		TXT	תחת	T.AXAT	תַּחַת	/	֜											T.A91XAT	תַּ֛חַת	under part	m							Hebrew	hbo	TXT/	TXT	תחת		ppre				sg	11291		prep	n/a	tˈaḥaṯ	 	absent	unknown	unknown	unknown	NA					99	101			subs	c	unknown	unknown	unknown		 	 			absent	n/a	n/a		T.AXAT	תַּחַת	NA	NA
1303624	subphrase		911653	658136	517905	429692	1237651	1173912	607528	1414954	426647	426585																																															NA																					NA																			
11292	word	1303624	911653	658136	517905	429692	1237651	1173912	607528	1414954	426647	426585	911653	658136									34	22		JRK	ירך	JEREK:	יֶרֶךְ	/	֜											JE71REK:	יֶ֥רֶךְ	upper thigh	f							Hebrew	hbo	JRK/	JRK	ירך		none				sg	11292		subs	n/a	yˌereḵ	 	absent	unknown	unknown	unknown	NA					1004	1677			subs	c	unknown	unknown	unknown		 	 			absent	n/a	n/a		J@R;K:	יָרֵךְ	NA	NA
1303625	subphrase		911653	658136	517905	429692	1237651	1173912	607528	1414954	426647	426585			11292					-1																																							word																					rec																			
11293	word	1303625	911653	658136	517905	429692	1237651	1173912	607528	1414954	426647	426585	911653	658136									175	175		>BRHM	אברהם	>AB:R@H@M	אַבְרָהָם	/	֜											>AB:R@H@73M	אַבְרָהָ֖ם	Abraham	m							Hebrew	hbo	>BRHM/	>BRHM	אברהם		none		pers		sg	11293		nmpr	n/a	ʔavrāhˌām	 	n/a	NA	NA	NA	NA					268	248			nmpr	a	NA	NA	NA		 	 			absent	n/a	n/a		>AB:R@H@M	אַבְרָהָם	NA	NA
911654	phrase_atom			658136	517905	429692	1237651	1173912	607528	1414954	426647	426585	517905	658136	11293				det	-1	words																																										6906																	Appo											NP								
11294	word		911654	658136	517905	429692	1237651	1173912	607528	1414954	426647	426585	911654	658136									335	46		>DNJW	אדניו	>:ADON	אֲדֹן	/@J	ָ֜י			#NAME?	ו							>:ADON@92JW	אֲדֹנָ֑יו	lord	m							Hebrew	hbo	>DWN/	>DWN	אדון		none			J	pl	11294		subs	n/a	ʔᵃḏōnˈāʸw	 	W	m	sg	p3	NA					149	852			subs	a	m	sg	p3		 	 			absent	n/a	n/a		>@DOWN	אָדֹון	NA	NA
607529	half_verse				517906	429693	1237652	1173913		1414954	426647	426585																																							B																																																
1173913	sentence				517906	429693	1237652		607529	1414954	426647	426585																																																			21																																				
1237652	sentence_atom				517906	429693		1173913	607529	1414954	426647	426585		1173913																																																	1636																																				
429693	clause				517906		1237652	1173913	607529	1414954	426647	426585		1173913							clause_atoms	N																										VC											clause				1																	NA										?N	Way0								
517906	clause_atom					429693	1237652	1173913	607529	1414954	426647	426585	1237652	429693	517905			477		-1																										..	FALSE																2233	1.5																							2				Way0								
658137	phrase		911655		517906	429693	1237652	1173913	607529	1414954	426647	426585		429693					NA		clause_atoms				Conj																																						1																	NA											CP								
911655	phrase_atom			658137	517906	429693	1237652	1173913	607529	1414954	426647	426585	517906	658137					NA		clause_atoms																																										6907																	NA											CP								
11295	word		911655	658137	517906	429693	1237652	1173913	607529	1414954	426647	426585	911655	658137									50272	50238		W	ו	WA-	וַ													WA-	וַ	and	NA							Hebrew	hbo	W	W	ו		none			n/a	NA	11295		conj	n/a	wa		n/a	NA	NA	NA	NA									conj	NA	NA	NA	NA						absent	n/a	n/a		W:	וְ	NA	NA
658138	phrase		911656		517906	429693	1237652	1173913	607529	1414954	426647	426585		429693					NA		clause_atoms				Pred																																						2																	NA											VP								
911656	phrase_atom			658138	517906	429693	1237652	1173913	607529	1414954	426647	426585	517906	658138					NA		clause_atoms																																										6908																	NA											VP								
11296	word		911656	658138	517906	429693	1237652	1173913	607529	1414954	426647	426585	911656	658138									185	27		JCB<	ישׁבע	C.@BA<	שָּׁבַע			!J.I!	יִּ					[		]]		J.IC.@74BA45<	יִּשָּׁ֣בַֽע	swear	m							Hebrew	hbo	CB<[	CB<	שׁבע		none			absent	sg	11296		verb	J	yyiššˈāvˈaʕ	 	absent	unknown	unknown	unknown	p3					257	1414			verb	NA	unknown	unknown	unknown		 	 			absent		N		CB<	שׁבע	nif	wayq
